,Domain,Course,Similarity,jobSkills,courseSkills
114,"Software Engineer, Accessibility",CSE 307,0.1613872394897043,"learning,including,exceeding,evolving,engaging,executing,evaluating,estimating,exercising,establishing,retrieval,window,tcp,machine,interface,linux,information,passion,relevant,design","programming,binding,scoping,parsing,operating,including,explaining,exploiting,finding,filtering,introduction,construct,series,suitability,student,illustration,assignment,illustrate,generation,paradigm"
115,"Market Lead, Google Marketing Solutions (Lithuanian, Latvian or Estonian)",CSE 307,0.1587113313376903,"developing,managing,exceeding,evolving,executing,expanding,existing,exercising,explaining,evaluating,agency,constituent,opportunity,action,recommendation,speak,range,business,ability,develop","programming,binding,scoping,parsing,operating,including,explaining,exploiting,finding,filtering,introduction,construct,series,suitability,student,illustration,assignment,illustrate,generation,paradigm"
116,"Marketing Analyst, Product Growth",CSE 307,0.148477433482185,"translating,evolving,exceeding,executing,evaluating,estimating,establishing,fighting,facing,finishing,retention,mapreduce,sa,hadoop,matlab,acquisition,analysis,package,php,programming","programming,binding,scoping,parsing,operating,including,explaining,exploiting,finding,filtering,introduction,construct,series,suitability,student,illustration,assignment,illustrate,generation,paradigm"
117,"Account Manager, Media, Large Customer Sales (UKI)",CSE 307,0.1466120865195989,"developing,advertising,evolving,exceeding,expanding,existing,exercising,evaluating,executing,estimating,organize,activity,partnership,plan,detail,interest,customer,sale,ability,example","programming,binding,scoping,parsing,operating,including,explaining,exploiting,finding,filtering,introduction,construct,series,suitability,student,illustration,assignment,illustrate,generation,paradigm"
118,"Account Strategist (English, Portuguese)",CSE 307,0.1466120865195989,"creating,maintaining,analyzing,solving,evolving,evaluating,exercising,executing,existing,exceeding,spreadsheet,documentation,application,detail,verbal,knowledge,problem,communication,evaluation,example","programming,binding,scoping,parsing,operating,including,explaining,exploiting,finding,filtering,introduction,construct,series,suitability,student,illustration,assignment,illustrate,generation,paradigm"
119,"Graphics Software Engineer, Robotics Simulation, Google Cloud Platform",CSE 307,0.1466120865195989,"shipping,writing,evolving,evaluating,exceeding,executing,exercising,engaging,estimating,expanding,title,robotics,game,quality,evidence,マルチメディアのうち,event,evaluation,evolve,example","programming,binding,scoping,parsing,operating,including,explaining,exploiting,finding,filtering,introduction,construct,series,suitability,student,illustration,assignment,illustrate,generation,paradigm"
120,"Partner Sales Manager, Go-to-Market Partnerships, Google Cloud",CSE 310,0.2807514565996826,"collaborating,computing,understanding,evolving,executing,exercising,exceeding,establishing,evaluating,estimating,cloud,partner,compute,engagement,middleware,consultation,visualization,pipeline,delivery,network","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
121,"High Performance Computing (HPC) Specialist, Google Cloud",CSE 310,0.2219831708818674,"passing,routing,architecting,programming,emerging,developing,including,evolving,exceeding,establishing,infrastructure,mpi,infiniband,docker,container,balancer,firewall,pitch,load,interface","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
122,"UX Engineer, Front End",CSE 310,0.2219831708818674,"scripting,including,solving,executing,exceeding,evaluating,evolving,estimating,establishing,fighting,user,framework,backbone,pre,ember,accessibility,design,ruby,processing,interface","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
123,"Interaction Designer, Site Reliability - London",CSE 310,0.2095551636070013,"creating,tracking,emerging,evaluating,exercising,evolving,executing,exceeding,engaging,estimating,design,interaction,hci,teamwork,designing,quality,trend,user,market,communication","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
124,Portfolio Strategist,CSE 310,0.2095551636070013,"evolving,evaluating,exceeding,exercising,executing,estimating,engaging,expanding,establishing,existing,portfolio,holder,strategist,income,class,asset,others,role,influence,communication","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
125,Quantitative User Experience Research Lead,CSE 310,0.2095551636070013,"collaborating,leading,managing,evaluating,evolving,existing,exercising,executing,exceeding,engaging,researcher,position,negotiation,collaboration,relevant,year,industry,team,excellent,communication","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
126,"Strategy and Operations Manager, Go-To-Market, Partnerships",CSE 310,0.2095551636070013,"taking,evolving,expanding,existing,executing,exercising,exceeding,evaluating,estimating,establishing,embrace,mindset,effort,attention,master,detail,presentation,mba,environment,communication","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
127,"Technical Account Manager, Google Technical Services (Mandarin or Cantonese)",CSE 310,0.2095551636070013,"making,evolving,exceeding,executing,exercising,existing,expanding,evaluating,estimating,establishing,function,decision,collaboration,attention,detail,presentation,business,project,management,communication","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
128,"Data Analyst, Product Trust and Safety",CSE 310,0.2062568672467023,"evaluating,executing,exceeding,evolving,establishing,engaging,estimating,exercising,finishing,expressing,telugu,generation,report,mathematics,write,speak,javascript,sql,python,internet","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
129,Risk and Compliance Manager,CSE 310,0.2062568672467023,"implementing,engaging,coding,crafting,designing,managing,executing,exceeding,evolving,evaluating,background,editorial,process,control,accounting,implementation,crm,sql,phd,internet","switching,routing,addressing,networking,including,programming,fitting,exploiting,filtering,explaining,layer,internet,network,protocol,circuit,connection,connectionless,transport,ethernet,overview"
130,Associate Legal Counsel (Commercial) Google Cloud,CSE 311,0.3060699544019169,"advising,upcoming,licensing,outsourcing,including,negotiating,drafting,working,exercising,executing,contract,jurisdiction,protection,transaction,law,change,speak,issue,client,software","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
131,"Customer Reference Marketing Manager, Google Cloud",CSE 311,0.3060699544019169,"executing,evaluating,exceeding,evolving,engaging,estimating,exercising,establishing,filing,fighting,reference,region,customer,resource,agency,collaboration,communication,build,manage,software","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
132,"Developer Advocate, Cloud Platform",CSE 311,0.3060699544019169,"presenting,working,evaluating,evolving,exercising,executing,exceeding,estimating,establishing,filing,consultant,conference,platform,community,party,partner,master,science,computer,software","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
133,"Developer Advocate, Partner Engineering",CSE 311,0.3060699544019169,"interacting,working,evolving,exceeding,expanding,existing,exercising,executing,evaluating,engaging,application,web,architect,consultant,party,landscape,client,development,stakeholder,software","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
134,"Partner Engineer, Google Assistant, Google Technical Services",CSE 311,0.3060699544019169,"developing,exceeding,evolving,depending,expanding,existing,exercising,executing,evaluating,estimating,nand,hdmi,usb,engagement,hardware,lead,influence,partner,stakeholder,software","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
135,Senior Accountant,CSE 311,0.3060699544019169,"executing,exercising,evolving,exceeding,establishing,evaluating,estimating,existing,filing,fighting,hyperion,oracle,improvement,spreadsheet,proficiency,management,judgment,communicate,process,software","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
136,"Developer Advocate, Web",CSE 311,0.2583862021565437,"blogging,creating,working,existing,writing,exercising,executing,evolving,exceeding,evaluating,application,blogger,evangelist,follower,press,article,side,architect,consultant,server","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
137,Cloud DevOps and Infrastructure Engineer for Silicon Design,CSE 311,0.2377399936732318,"exercising,evaluating,evolving,exceeding,executing,engaging,estimating,establishing,filing,fighting,spinnaker,gluster,abstraction,ceph,terraform,knowledge,hpc,storage,unix,linux","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
138,"High Performance Computing (HPC) Specialist, Google Cloud",CSE 311,0.237394760052363,"passing,routing,architecting,programming,emerging,developing,including,evolving,exceeding,establishing,infrastructure,mpi,infiniband,docker,container,balancer,firewall,pitch,load,interface","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
139,"UX Engineer, Front End",CSE 311,0.237394760052363,"scripting,including,solving,executing,exceeding,evaluating,evolving,estimating,establishing,fighting,user,framework,backbone,pre,ember,accessibility,design,ruby,processing,interface","networking,computing,programming,filtering,explaining,existing,exploiting,writing,service,install,hardware,system,configure,software,host,linux,patch,failure"
140,"Project Manager, Staffing Services Operations",CSE 312,0.1752613171150809,"scaling,interviewing,tasking,improving,collaborating,influencing,writing,planning,including,managing,pool,interviewer,health,conclusion,innovation,execution,delivery,ambiguity,recommendation,need","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
141,"Technical Analytics Architect, Google Cloud Online Experience",CSE 312,0.1752613171150809,"expressing,measuring,optimizing,applying,tracking,including,exercising,executing,evolving,exceeding,visualization,bootstrap,ppc,counterpart,tableau,seo,studio,query,implementation,need","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
142,People Partner,CSE 312,0.1747610684680311,"coaching,working,solving,following,planning,consulting,exceeding,evaluating,finishing,finding,consultation,action,leader,change,recommendation,analysis,trend,set,quo,understand","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
143,"Platform Sales Manager, DoubleClick, Media Buying Solutions",CSE 312,0.1650706780584235,"advertising,existing,planning,consulting,evolving,exceeding,exercising,executing,estimating,evaluating,market,advertisement,side,leverage,relationship,term,buying,use,meet,change","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
144,Human Resources Apprenticeship,CSE 312,0.158283941055599,"consulting,evolving,evaluating,existing,exercising,executing,exceeding,estimating,engaging,expanding,resource,internship,field,service,customer,evidence,event,evaluation,etl,evolve","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
145,"Migration Architect, Google Cloud",CSE 312,0.158283941055599,"competing,changing,exceeding,evolving,expanding,existing,exercising,executing,evaluating,estimating,proficiency,environment,window,priority,manage,cloud,ability,event,evidence,evolve","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
146,"Quality Program Manager, Global Vendor Operations, YouTube",CSE 312,0.1551688391911356,"crafting,creating,driving,exceeding,executing,evolving,establishing,estimating,evaluating,exercising,process,vendor,agent,gap,future,assurance,audit,operation,inform,way","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
147,Campus Manager (English and Mandarin),CSE 312,0.1458739306973783,"including,conducting,delivering,managing,evaluating,exceeding,evolving,estimating,engaging,establishing,security,standard,personnel,multitask,cctv,discretion,safety,investigation,diplomacy,access","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
148,"Cluster Manager, Security (English, Chinese)",CSE 312,0.1458739306973783,"including,conducting,delivering,managing,evaluating,exceeding,evolving,estimating,engaging,establishing,security,standard,personnel,multitask,cctv,discretion,safety,investigation,diplomacy,access","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
149,"Account Manager, Retail Vertical",CSE 312,0.1454601411762843,"advertising,influencing,solving,working,evolving,exceeding,executing,estimating,evaluating,establishing,search,adwords,towards,google,display,productivity,knowledge,apps,video,sense","computing,programming,exploiting,explaining,filtering,following,focusing,existing,fitting,change,people,society,deal,flood,examination,demand,way,issue,use"
150,"Associate Account Strategist, Sales, Google Marketing Solutions (Portuguese)",CSE 316,0.1812109907157719,"paying,customizing,motivating,consulting,managing,marketing,executing,existing,exercising,exceeding,customer,base,others,time,attention,detail,interest,sale,project,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
151,"Associate Partnership Manager, Hardware Partnerships (Part-time/Full-time)",CSE 316,0.1812109907157719,"expanding,evolving,existing,exercising,executing,evaluating,exceeding,estimating,establishing,filing,summarize,handle,time,ability,issue,executive,partner,detail,project,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
152,"Chief of Staff, Google Hardware",CSE 316,0.1812109907157719,"including,partnering,working,executing,exceeding,evolving,evaluating,establishing,estimating,exercising,level,graduate,distribution,cross,hr,function,finance,consumer,ability,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
153,"Enterprise Customer Development Representative, Google Cloud (French)",CSE 316,0.1812109907157719,"evolving,computing,consulting,exceeding,executing,exercising,designing,establishing,evaluating,estimating,cloud,energy,thorough,support,suite,environment,capability,passion,market,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
154,"Enterprise Customer Development Representative, Google Cloud (German)",CSE 316,0.1812109907157719,"evolving,computing,consulting,finding,evaluating,exceeding,finishing,estimating,establishing,extracting,cloud,energy,support,flexibility,suite,environment,capability,passion,market,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
155,"Enterprise Customer Development Representative, Google Cloud (Italian)",CSE 316,0.1812109907157719,"evolving,computing,consulting,finding,evaluating,exceeding,finishing,estimating,establishing,extracting,cloud,energy,support,flexibility,suite,environment,capability,passion,market,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
156,"Enterprise Customer Development Representative, Google Cloud (Nordics)",CSE 316,0.1812109907157719,"evolving,computing,consulting,exceeding,evaluating,estimating,establishing,expanding,executing,facing,cloud,motivation,support,flexibility,suite,environment,capability,passion,market,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
157,"Enterprise Customer Development Representative, Google Cloud (Spanish)",CSE 316,0.1812109907157719,"evolving,computing,consulting,finding,evaluating,exceeding,finishing,estimating,establishing,extracting,cloud,energy,support,flexibility,suite,environment,capability,passion,market,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
158,"Manager, Sales Compensation Design and Compensation Partner",CSE 316,0.1812109907157719,"storytelling,analyzing,presenting,evaluating,exercising,executing,exceeding,evolving,estimating,establishing,example,people,recommendation,trend,audience,operation,leadership,interest,sale,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
159,Online Sales Account Manager (Spanish),CSE 316,0.1812109907157719,"evaluating,evolving,expanding,existing,exercising,executing,exceeding,estimating,establishing,filing,organize,activity,performance,digital,plan,detail,industry,sale,environment,management","testing,computing,including,programming,existing,exploiting,explaining,filtering,finding,editing,version,event,construction,database,control,practice,management,secure,program,principle"
160,Staffing Services Lead,CSE 320,0.1668639250216074,"achieving,maximizing,managing,maintaining,recruiting,designing,working,evolving,exceeding,executing,process,team,efficiency,domain,service,responsibility,effort,knowledge,delivery,implementing","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
161,"Technical Solutions Engineering Manager, Firebase, Google Cloud",CSE 320,0.1668639250216074,"supporting,operating,thinking,solving,exceeding,evolving,executing,establishing,estimating,evaluating,storage,engine,commerce,server,app,advocate,presence,customer,io,implementing","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
162,"Account Manager, Media, Large Customer Sales (UKI)",CSE 320,0.1660696664825081,"developing,advertising,evolving,exceeding,expanding,existing,exercising,evaluating,executing,estimating,organize,activity,partnership,plan,detail,interest,customer,sale,ability,example","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
163,"Account Strategist (English, Portuguese)",CSE 320,0.1660696664825081,"creating,maintaining,analyzing,solving,evolving,evaluating,exercising,executing,existing,exceeding,spreadsheet,documentation,application,detail,verbal,knowledge,problem,communication,evaluation,example","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
164,"Graphics Software Engineer, Robotics Simulation, Google Cloud Platform",CSE 320,0.1660696664825081,"shipping,writing,evolving,evaluating,exceeding,executing,exercising,engaging,estimating,expanding,title,robotics,game,quality,evidence,マルチメディアのうち,event,evaluation,evolve,example","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
165,ソフトウェア エンジニア、Chrome OS ビデオ,CSE 320,0.1660696664825081,"exceeding,evolving,evaluating,expanding,existing,exercising,executing,estimating,engaging,establishing,カメラ,ドメインに関する知識,または動画,オープンソース開発の経験,つ以上の分野における低レベル開発の経験,グラフィック,コンピュータ,コーデック,サイエンスまたは関連する技術分野での修士号または博士号,example","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
166,People Partner,CSE 320,0.1565496117342263,"coaching,working,solving,following,planning,consulting,exceeding,evaluating,finishing,finding,consultation,action,leader,change,recommendation,analysis,trend,set,quo,understand","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
167,"Account Executive, Programmatic (Spanish)",CSE 320,0.1520635182037949,"buying,competing,selling,building,evaluating,exercising,executing,evolving,exceeding,establishing,ssps,dsps,exchange,base,priority,ambiguity,others,ad,navigate,approach","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
168,"Project Manager, Security Systems",CSE 320,0.1520635182037949,"competing,managing,solving,filing,establishing,estimating,exceeding,evolving,evaluating,finding,pmp,direction,part,deal,manner,certification,resource,others,security,approach","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
169,"Technical Solutions Consultant, Android Automotive, Android Partner Engineering",CSE 320,0.1520635182037949,"managing,solving,working,exercising,evolving,exceeding,executing,evaluating,existing,estimating,chipsets,kernel,stream,tcp,driver,device,http,android,linux,approach","operating,cutting,handling,programming,explaining,exploiting,fitting,existing,finding,writing,point,view,system,course,example,considers,implementer,error,companion,kernel"
170,Consumer Insights Manager,CSE 325,0.2293154658749699,"operationalizing,distilling,storytelling,conducting,writing,managing,marketing,working,evolving,exceeding,research,gain,curiosity,mindset,analysis,package,creativity,party,acumen,designing","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
171,"Software Engineer, Accessibility",CSE 325,0.2043799552135169,"learning,including,exceeding,evolving,engaging,executing,evaluating,estimating,exercising,establishing,retrieval,window,tcp,machine,interface,linux,information,passion,relevant,design","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
172,"Data Science Analyst, Revenue Strategy and Operations, Google Marketing Solutions",CSE 325,0.1976199764991179,"translating,solving,evaluating,evolving,exceeding,exercising,executing,engaging,estimating,establishing,analysis,mathematics,recommendation,business,sql,result,judgment,master,science,computer","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
173,"High-level Synthesis Design Engineer, Consumer Hardware",CSE 325,0.1976199764991179,"breaking,turning,processing,prototyping,making,exercising,exceeding,evolving,executing,estimating,trade,offs,silicon,systemverilog,bash,verilog,fpga,cost,engineering,computer","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
174,"New Product Quality Manager, Consumer Hardware",CSE 325,0.1976199764991179,"managing,solving,evolving,exceeding,executing,exercising,evaluating,estimating,establishing,engaging,cost,interconnect,driver,speak,quality,finance,issue,development,master,computer","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
175,"Principal, Strategy, YouTube",CSE 325,0.1976199764991179,"compelling,modeling,presenting,solving,evaluating,exercising,executing,exceeding,evolving,establishing,software,way,spreadsheet,judgment,communicate,influence,master,science,engineering,computer","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
176,Associate Legal Counsel (Commercial) Google Cloud,CSE 325,0.1859807563014328,"advising,upcoming,licensing,outsourcing,including,negotiating,drafting,working,exercising,executing,contract,jurisdiction,protection,transaction,law,change,speak,issue,client,software","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
177,"Customer Reference Marketing Manager, Google Cloud",CSE 325,0.1859807563014328,"executing,evaluating,exceeding,evolving,engaging,estimating,exercising,establishing,filing,fighting,reference,region,customer,resource,agency,collaboration,communication,build,manage,software","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
178,"Developer Advocate, Cloud Platform",CSE 325,0.1859807563014328,"presenting,working,evaluating,evolving,exercising,executing,exceeding,estimating,establishing,filing,consultant,conference,platform,community,party,partner,master,science,computer,software","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
179,"Developer Advocate, Partner Engineering",CSE 325,0.1859807563014328,"interacting,working,evolving,exceeding,expanding,existing,exercising,executing,evaluating,engaging,application,web,architect,consultant,party,landscape,client,development,stakeholder,software","analyzing,incorporating,designing,using,programming,existing,explaining,exploiting,filtering,writing,sculpture,range,computer,software,fabrication,visit,campus,sculptor,paper,slide"
180,"High Performance Computing (HPC) Specialist, Google Cloud",CSE 327,0.1692488813100175,"passing,routing,architecting,programming,emerging,developing,including,evolving,exceeding,establishing,infrastructure,mpi,infiniband,docker,container,balancer,firewall,pitch,load,interface","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
181,"UX Engineer, Front End",CSE 327,0.1692488813100175,"scripting,including,solving,executing,exceeding,evaluating,evolving,estimating,establishing,fighting,user,framework,backbone,pre,ember,accessibility,design,ruby,processing,interface","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
182,"Marketing Analyst, Product Growth",CSE 327,0.1679466070814265,"translating,evolving,exceeding,executing,evaluating,estimating,establishing,fighting,facing,finishing,retention,mapreduce,sa,hadoop,matlab,acquisition,analysis,package,php,programming","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
183,"Software Engineer, Accessibility",CSE 327,0.1678994723285237,"learning,including,exceeding,evolving,engaging,executing,evaluating,estimating,exercising,establishing,retrieval,window,tcp,machine,interface,linux,information,passion,relevant,design","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
184,Consumer Insights Manager,CSE 327,0.162224013151394,"operationalizing,distilling,storytelling,conducting,writing,managing,marketing,working,evolving,exceeding,research,gain,curiosity,mindset,analysis,package,creativity,party,acumen,designing","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
185,"Administrative Business Partner, Cloud",CSE 327,0.1541659970664315,"serving,using,solving,executing,exceeding,evolving,estimating,evaluating,establishing,exercising,conception,confidentiality,theory,expectation,efficiency,ability,completion,matter,diverse,function","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
186,Payments Compliance Regulatory Licensing and Reporting Manager,CSE 327,0.1541659970664315,"involving,managing,implementing,evolving,evaluating,exercising,executing,exceeding,estimating,establishing,matrix,regulator,compliance,stream,guidance,payment,state,certification,law,function","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
187,Staffing Services Lead,CSE 327,0.1529204863666867,"achieving,maximizing,managing,maintaining,recruiting,designing,working,evolving,exceeding,executing,process,team,efficiency,domain,service,responsibility,effort,knowledge,delivery,implementing","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
188,"Technical Solutions Engineering Manager, Firebase, Google Cloud",CSE 327,0.1529204863666867,"supporting,operating,thinking,solving,exceeding,evolving,executing,establishing,estimating,evaluating,storage,engine,commerce,server,app,advocate,presence,customer,io,implementing","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
189,Staffing Programs Specialist,CSE 327,0.1501491970589591,"moving,recruiting,including,managing,solving,executing,evolving,exceeding,exercising,evaluating,procedure,campus,remote,cycle,term,group,network,scale,practice,capability","programming,exploiting,explaining,existing,focusing,finding,filtering,editing,image,processing,illumination,fitting,texture,formation,segmentation,feature,recognition,motion"
190,"High Performance Computing (HPC) Specialist, Google Cloud",CSE 328,0.1999210810055956,"passing,routing,architecting,programming,emerging,developing,including,evolving,exceeding,establishing,infrastructure,mpi,infiniband,docker,container,balancer,firewall,pitch,load,interface","representing,specifying,handling,including,exploiting,explaining,existing,finding,filtering,editing,introduction,display,color,raster,calligraphic,computer,input,hardware,transformation,interaction"
191,"UX Engineer, Front End",CSE 328,0.1999210810055956,"scripting,including,solving,executing,exceeding,evaluating,evolving,estimating,establishing,fighting,user,framework,backbone,pre,ember,accessibility,design,ruby,processing,interface","representing,specifying,handling,including,exploiting,explaining,existing,finding,filtering,editing,introduction,display,color,raster,calligraphic,computer,input,hardware,transformation,interaction"
192,"Software Engineer, Accessibility",CSE 328,0.1847148616798222,"learning,including,exceeding,evolving,engaging,executing,evaluating,estimating,exercising,establishing,retrieval,window,tcp,machine,interface,linux,information,passion,relevant,design","representing,specifying,handling,including,exploiting,explaining,existing,finding,filtering,editing,introduction,display,color,raster,calligraphic,computer,input,hardware,transformation,interaction"
193,Consumer Insights Manager,CSE 328,0.1767722822725773,"operationalizing,distilling,storytelling,conducting,writing,managing,marketing,working,evolving,exceeding,research,gain,curiosity,mindset,analysis,package,creativity,party,acumen,designing","representing,specifying,handling,including,exploiting,explaining,existing,finding,filtering,editing,introduction,display,color,raster,calligraphic,computer,input,hardware,transformation,interaction"
